=== Motor Control + Encoder RPM Test (10ms) ===
513, 5.130, 76, 20023, 381.82
514, 5.140, 73, 20052, 395.45
515, 5.150, 69, 20075, 313.64
516, 5.160, 66, 20104, 395.45
517, 5.170, 62, 20129, 340.91
518, 5.180, 59, 20153, 327.27
519, 5.190, 55, 20175, 300.00
520, 5.200, 52, 20197, 300.00
521, 5.210, 49, 20218, 286.36
522, 5.220, 46, 20238, 272.73
523, 5.230, 43, 20260, 300.00
524, 5.240, 40, 20277, 231.82
525, 5.250, 37, 20293, 218.18
526, 5.260, 34, 20307, 190.91
527, 5.270, 31, 20318, 150.00
528, 5.280, 29, 20330, 163.64
529, 5.290, 26, 20344, 190.91
530, 5.300, 24, 20352, 109.09
531, 5.310, 22, 20361, 122.73
532, 5.320, 19, 20369, 109.09
533, 5.330, 17, 20375, 81.82
534, 5.340, 15, 20380, 68.18
535, 5.350, 13, 20385, 68.18
536, 5.360, 12, 20391, 81.82
537, 5.370, 10, 20398, 95.45
538, 5.380, 8, 20402, 54.55
539, 5.390, 7, 20405, 40.91
540, 5.400, 6, 20408, 40.91
541, 5.410, 5, 20408, 0.00
542, 5.420, 4, 20406, -27.27
543, 5.430, 3, 20406, 0.00
544, 5.440, 2, 20406, 0.00
545, 5.450, 1, 20406, 0.00
546, 5.460, 1, 20406, 0.00
547, 5.470, 0, 20406, 0.00
548, 5.480, 0, 20406, 0.00
549, 5.490, 0, 20406, 0.00
550, 5.500, 0, 20406, 0.00
551, 5.510, 0, 20406, 0.00
552, 5.520, 0, 20406, 0.00
553, 5.530, 0, 20406, 0.00
554, 5.540, 1, 20406, 0.00
555, 5.550, 1, 20406, 0.00
556, 5.560, 2, 20406, 0.00
557, 5.570, 3, 20406, 0.00
558, 5.580, 4, 20406, 0.00
559, 5.590, 5, 20406, 0.00
560, 5.600, 6, 20406, 0.00
561, 5.610, 7, 20406, 0.00
562, 5.620, 8, 20406, 0.00
563, 5.630, 10, 20406, 0.00
564, 5.640, 12, 20406, 0.00
565, 5.650, 13, 20406, 0.00
566, 5.660, 15, 20406, 0.00
567, 5.670, 17, 20406, 0.00
568, 5.680, 19, 20406, 0.00
569, 5.690, 22, 20406, 0.00
570, 5.700, 24, 20406, 0.00
571, 5.710, 26, 20410, 54.55
572, 5.720, 29, 20412, 27.27
573, 5.730, 31, 20411, -13.64
574, 5.740, 34, 20413, 27.27
575, 5.750, 37, 20416, 40.91
576, 5.760, 40, 20419, 40.91
577, 5.770, 43, 20422, 40.91
578, 5.780, 46, 20427, 68.18
579, 5.790, 49, 20436, 122.73
580, 5.800, 52, 20443, 95.45
581, 5.810, 55, 20450, 95.45
582, 5.820, 59, 20460, 136.36
583, 5.830, 62, 20469, 122.73
584, 5.840, 66, 20478, 122.73
585, 5.850, 69, 20489, 150.00
586, 5.860, 73, 20501, 163.64
587, 5.870, 76, 20516, 204.55
588, 5.880, 80, 20529, 177.27
589, 5.890, 84, 20544, 204.55
590, 5.900, 88, 20562, 245.45
591, 5.910, 91, 20581, 259.09
592, 5.920, 95, 20599, 245.45
593, 5.930, 99, 20620, 286.36
594, 5.940, 103, 20637, 231.82
595, 5.950, 107, 20662, 340.91
596, 5.960, 111, 20681, 259.09
597, 5.970, 115, 20702, 286.36
598, 5.980, 119, 20727, 340.91
599, 5.990, 123, 20750, 313.64
600, 6.000, 127, 20775, 340.91
601, 6.010, 131, 20802, 368.18
602, 6.020, 135, 20830, 381.82
603, 6.030, 139, 20860, 409.09
604, 6.040, 143, 20891, 422.73
605, 6.050, 147, 20921, 409.09
606, 6.060, 151, 20952, 422.73
607, 6.070, 155, 20987, 477.27
608, 6.080, 159, 21024, 504.55
609, 6.090, 163, 21061, 504.55
610, 6.100, 166, 21102, 559.09
611, 6.110, 170, 21140, 518.18
612, 6.120, 174, 21184, 600.00
613, 6.130, 178, 21225, 559.09
614, 6.140, 181, 21269, 600.00
615, 6.150, 185, 21312, 586.36
616, 6.160, 188, 21355, 586.36
617, 6.170, 192, 21400, 613.64
618, 6.180, 195, 21446, 627.27
619, 6.190, 199, 21493, 640.91
620, 6.200, 202, 21541, 654.55
621, 6.210, 205, 21593, 709.09
622, 6.220, 208, 21642, 668.18
623, 6.230, 211, 21694, 709.09
624, 6.240, 214, 21744, 681.82
625, 6.250, 217, 21795, 695.45
626, 6.260, 220, 21847, 709.09
627, 6.270, 223, 21903, 763.64
628, 6.280, 225, 21959, 763.64
629, 6.290, 228, 22017, 790.91
630, 6.300, 230, 22076, 804.55
631, 6.310, 232, 22134, 790.91
632, 6.320, 235, 22192, 790.91
633, 6.330, 237, 22253, 831.82
634, 6.340, 239, 22314, 831.82
635, 6.350, 241, 22375, 831.82
636, 6.360, 242, 22436, 831.82
637, 6.370, 244, 22498, 845.45
638, 6.380, 246, 22560, 845.45
639, 6.390, 247, 22624, 872.73
640, 6.400, 248, 22688, 872.73
641, 6.410, 249, 22752, 872.73
642, 6.420, 250, 22818, 900.00
643, 6.430, 251, 22885, 913.64
644, 6.440, 252, 22951, 900.00
645, 6.450, 253, 23019, 927.27
646, 6.460, 253, 23086, 913.64
647, 6.470, 254, 23155, 940.91
648, 6.480, 254, 23222, 913.64
649, 6.490, 254, 23289, 913.64
650, 6.500, 255, 23358, 940.91
651, 6.510, 254, 23427, 940.91
652, 6.520, 254, 23496, 940.91
653, 6.530, 254, 23566, 954.55
654, 6.540, 253, 23635, 940.91
655, 6.550, 253, 23705, 954.55
656, 6.560, 252, 23774, 940.91
657, 6.570, 251, 23845, 968.18
658, 6.580, 250, 23915, 954.55
659, 6.590, 249, 23984, 940.91
660, 6.600, 248, 24053, 940.91
661, 6.610, 247, 24123, 954.55
662, 6.620, 246, 24194, 968.18
663, 6.630, 244, 24264, 954.55
664, 6.640, 242, 24333, 940.91
665, 6.650, 241, 24402, 940.91
666, 6.660, 239, 24471, 940.91
667, 6.670, 237, 24542, 968.18
668, 6.680, 235, 24608, 900.00
669, 6.690, 232, 24680, 981.82
670, 6.700, 230, 24751, 968.18
671, 6.710, 228, 24820, 940.91
672, 6.720, 225, 24890, 954.55
673, 6.730, 223, 24956, 900.00
674, 6.740, 220, 25023, 913.64
675, 6.750, 217, 25089, 900.00
676, 6.760, 214, 25153, 872.73
677, 6.770, 211, 25216, 859.09
678, 6.780, 208, 25278, 845.45
679, 6.790, 205, 25343, 886.36
680, 6.800, 202, 25406, 859.09
681, 6.810, 199, 25468, 845.45
682, 6.820, 195, 25529, 831.82
683, 6.830, 192, 25590, 831.82
684, 6.840, 188, 25650, 818.18
685, 6.850, 185, 25708, 790.91
686, 6.860, 181, 25766, 790.91
687, 6.870, 178, 25824, 790.91
688, 6.880, 174, 25881, 777.27
689, 6.890, 170, 25936, 750.00
690, 6.900, 166, 25991, 750.00
691, 6.910, 163, 26044, 722.73
692, 6.920, 159, 26097, 722.73
693, 6.930, 155, 26149, 709.09
694, 6.940, 151, 26201, 709.09
695, 6.950, 147, 26252, 695.45
696, 6.960, 143, 26302, 681.82
697, 6.970, 139, 26349, 640.91
698, 6.980, 135, 26396, 640.91
699, 6.990, 131, 26444, 654.55
700, 7.000, 127, 26488, 600.00
701, 7.010, 123, 26531, 586.36
702, 7.020, 119, 26571, 545.45
703, 7.030, 115, 26614, 586.36
704, 7.040, 111, 26651, 504.55
705, 7.050, 107, 26690, 531.82
706, 7.060, 103, 26729, 531.82
707, 7.070, 99, 26767, 518.18
708, 7.080, 95, 26802, 477.27
709, 7.090, 91, 26838, 490.91
710, 7.100, 88, 26868, 409.09
711, 7.110, 84, 26897, 395.45
712, 7.120, 80, 26927, 409.09
